Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Tax
Ford Figo Diesel EXI,Kolkata,2012,36542,Diesel,Manual,First,20,1399,68.05,5,22.23,2.65
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,Diesel,Automatic,First,13,2987,265,5,66.14,69.5
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,Diesel,Automatic,First,22.69,1995,190,5,41.42,14
Maruti Alto 800 VXI,Pune,2014,32000,Petrol,Manual,Second,22.74,796,47.3,5,84.52,2.1
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,Diesel,Manual,First,13.68,2393,147.8,7,76.73,20.4
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,Petrol,Manual,First,18.78,999,75,5,12.06,5.68
Nissan Terrano XL,Mumbai,2014,28238,Petrol,Manual,First,13.24,1598,102.5,5,17.47,5.55
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,Diesel,Manual,First,13.5,2477,175.56,7,92.84,12.75
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5,98.44,3.35
Maruti Alto 800 LXI,Kolkata,2013,56840,Petrol,Manual,First,22.74,796,47.3,5,63.44,1.55
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Diesel,Manual,Second,20.54,1598,103.6,5,88.5,5.9
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5,83.12,18.98
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,Petrol,Manual,First,13.7,1997,153.86,5,8.83,11.51
Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77,1248,88.76,7,90.53,7.75
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,Diesel,Manual,First,12.99,2494,100.6,7,96.27,13.9
Tata Manza Aura Safire,Kolkata,2010,40000,Petrol,Manual,First,15,1368,90,5,35.52,1.35
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Diesel,Automatic,Second,12.07,2967,241.4,7,18.48,38
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1,1591,121.4,5,24.2,11.6
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,Diesel,Automatic,First,21.5,1498,108.5,5,49.29,12.25
Honda City 1.5 S MT,Jaipur,2011,52000,Petrol,Manual,First,17,1497,118,5,15.92,3.8
Ford Figo Diesel Titanium,Mumbai,2014,54000,Diesel,Manual,First,20,1399,68.05,5,3.4,3.25
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,First,18.7,1199,88.7,5,29.58,6.4
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Petrol,Manual,Second,16.47,1198,73.9,5,19.53,3.95
Honda City i-VTEC S,Delhi,2010,76752,Petrol,Manual,First,17.4,1497,117.3,5,61.85,3.57
Honda City ZX GXi,Mumbai,2005,56000,Petrol,Manual,Second,17.7,1497,78,5,33.56,1.25
Maruti Wagon R LXI CNG,Pune,2015,70000,CNG,Manual,First,26.2,998,58.2,5,60.73,3.65
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Petrol,Automatic,Second,12,2354,187.4,5,98.39,12.5
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Diesel,Automatic,Second,18.12,1995,190,5,73.3,23
Ambassador Classic Nova Diesel,Chennai,2003,80000,Diesel,Manual,Third,12.8,1489,35.5,5,0.27,1.35
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,Diesel,Manual,First,12.05,2179,120,8,35.67,6.32
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,Diesel,Manual,First,20.54,1598,103.6,5,92.96,3.4
Maruti Zen VX,Jaipur,1999,70000,Petrol,Manual,Second,17.3,993,60,5,83.3,0.77
Maruti 800 DX BSII,Jaipur,2009,32000,Petrol,Manual,First,16.1,796,37,4,96.55,0.9
Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28,1798,138.03,5,46,18
BMW 3 Series 328i Sport Line,Pune,2013,49000,Petrol,Automatic,First,14.59,1997,245,5,10.09,19
Ford Ikon 1.3 Flair,Chennai,2007,40000,Petrol,Manual,Third,13.8,1299,70,5,53.51,1.1
Chevrolet Beat LT,Pune,2012,78000,Petrol,Manual,Second,18.6,1199,79.4,5,54.19,2
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43,1364,86.79,5,46.94,6.5
Mahindra XUV500 W4,Bangalore,2014,65213,Diesel,Manual,First,16,2179,140,7,96.72,9.45
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,Diesel,Manual,First,24.4,1120,71,5,55.18,4
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,Diesel,Automatic,First,13,2143,204,5,13.2,32.25
Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20.36,1197,78.9,5,77.88,2.1
Toyota Corolla Altis VL AT,Mumbai,2015,68000,Petrol,Automatic,Second,14.28,1798,138.03,5,56.26,9.75
Toyota Corolla 1.8 J,Kolkata,2014,40748,Petrol,Manual,First,14.53,1798,138,5,45.5,6.3
Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,Diesel,Automatic,First,17.32,1968,184,5,66.47,21
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,Diesel,Manual,First,21.9,1396,88.8,5,38.43,4.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,Diesel,Automatic,Second,19.27,2143,167.62,5,74.88,17
Maruti Ritz VDi,Pune,2013,20248,Diesel,Manual,First,21.1,1248,73.9,5,30.73,4.35
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,Diesel,Manual,First,19.67,1582,126.2,5,65.54,14.82
Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,Diesel,Automatic,First,13.6,1999,177,5,28.75,40
Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95,2489,93.7,7,14.72,6.15
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,Diesel,Manual,First,12.99,2494,100.6,7,98.2,11.25
Toyota Camry 2.5 Hybrid,Pune,2018,17585,Petrol,Automatic,First,19.16,2494,157.7,5,43.4,32
Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,Diesel,Automatic,First,13.22,2967,241.4,5,20.38,45.62
Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.4,1248,74,5,89.23,6.24
Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,Diesel,Manual,First,20.77,1248,88.76,7,29.34,4.8
Maruti Swift VXi BSIV,Chennai,2014,54000,Petrol,Manual,Second,16.1,1197,85,5,48.41,4.5
Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36,1197,78.9,5,14.41,3.87
Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20.36,1197,78.9,5,55.88,2.75
Maruti Baleno Sigma 1.2,Kochi,2018,23714,Petrol,Manual,First,21.4,1197,83.1,5,6.75,6.57
Hyundai Accent Executive,Jaipur,2010,52325,Petrol,Manual,First,16.36,1495,93.7,5,65.65,2
Honda Brio S MT,Ahmedabad,2012,50000,Petrol,Manual,First,19.4,1198,86.8,5,77.84,3.65
Maruti Swift ZDi,Hyderabad,2016,55746,Diesel,Manual,First,22.9,1248,74,5,93.98,6.95
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14,1197,81.86,5,77.77,5.5
Mahindra XUV500 W8 2WD,Kolkata,2013,43000,Diesel,Manual,First,16,2179,140,7,13.56,7
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,Diesel,Automatic,First,13,2143,201.1,5,97.67,24
Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,Diesel,Automatic,Second,0,2179,115,5,17.11,11
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,Diesel,Automatic,First,19.27,2143,170,5,50.22,32.5
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27,1396,88.76,5,26.95,6.45
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,Diesel,Automatic,First,19.3,1968,141,5,60.54,15.75
Honda City 1.5 S MT,Mumbai,2014,54546,Petrol,Manual,First,17,1497,118,5,21.89,5.5
Toyota Fortuner 4x2 AT,Kochi,2015,51535,Diesel,Automatic,First,12.55,2982,168.5,7,52.51,19.03
Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,Diesel,Automatic,First,17.32,1968,184,5,69.22,15.25
Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,Petrol,Manual,First,20.92,998,67.1,5,33.12,2.4
Tata Indigo eCS LX BSIV,Chennai,2011,124000,Diesel,Manual,First,23.03,1396,69,5,96.58,2.3
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,Diesel,Automatic,First,17.11,1968,174.33,5,25.55,14.35
Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2018,10600,CNG,Manual,First,33.44,796,40.3,4,51.53,3.5
Honda City i-VTEC CVT VX,Kochi,2018,22974,Petrol,Automatic,First,18,1497,117.3,5,18.38,11.97
Hyundai Santro GLS I - Euro II,Jaipur,2009,89000,Petrol,Manual,Second,0,999,null,5,43.64,1.6
Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,Diesel,Manual,First,14.24,2755,174.5,7,94.81,18.9
Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9,1197,82,5,33.18,5.4
Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1,1196,73,7,84.36,2.95
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,Petrol,Manual,First,16.47,1198,73.9,5,58.05,5.1
Maruti Wagon R LXI Minor,Jaipur,2006,65000,Petrol,Manual,First,18.9,1061,67,5,20.53,1.5
Honda City 1.5 V MT,Bangalore,2011,66000,Petrol,Manual,First,17,1497,118,5,6.11,4.9
Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,Petrol,Manual,First,14.8,1799,130.2,5,66.08,2.9
Honda City 1.5 EXI,Pune,2005,98437,Petrol,Manual,First,13,1493,100,5,56.62,1.15
Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197,80,5,14.49,2.3
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,First,24,1120,70,5,60.48,5.99
Volkswagen Vento Petrol Highline AT,Pune,2011,42000,Petrol,Automatic,Third,14.4,1598,103.6,5,11.71,3.4
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,Petrol,Manual,First,20.36,1197,78.9,5,92.07,1.7
Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17,1197,80,5,74.49,1.99
Chevrolet Beat LS,Pune,2012,65000,Petrol,Manual,First,18.6,1199,79.4,5,96.21,2.5
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,Diesel,Manual,First,22.07,1199,73.9,5,98.54,4.85
Ford Figo Petrol LXI,Hyderabad,2010,51192,Petrol,Manual,First,15.6,1196,70,5,93.87,2.65
Audi TT 2.0 TFSI,Kochi,2014,14262,Petrol,Automatic,First,9.9,1984,207.8,2,93.22,27.35
Honda City i DTEC VX,Jaipur,2015,66339,Diesel,Manual,Second,25.1,1498,98.6,5,88.86,6.9
Ford Figo Diesel Titanium,Hyderabad,2013,90200,Diesel,Manual,First,20,1399,68.05,5,64.29,3.5
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,Diesel,Manual,First,12.99,2494,100.6,7,5.66,12.5
Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,Petrol,Automatic,First,19.12,1373,91.1,5,98.92,9.2
Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,18.9,1197,82,5,42.95,4.9
Honda City 1.3 DX,Delhi,2009,55005,Petrol,Manual,First,12.8,,,,38.85,3.2
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,54173,Petrol,Manual,First,18.88,999,123.24,5,49.26,5.55
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,2014,50000,Petrol,Automatic,First,14.7,1798,177.6,5,72.12,13.5
Fiat Linea Emotion (Diesel),Kolkata,2010,145000,Diesel,Manual,First,20.4,1248,91.7,5,10.59,2.6
Maruti Swift Lxi BSIII,Jaipur,2015,78000,Petrol,Manual,First,16.1,1298,88.2,5,1.22,4.5
Land Rover Discovery 4 TDV6 SE,Delhi,2013,65000,Diesel,Automatic,Second,11.8,2993,180,7,69.81,34
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,Diesel,Manual,First,12.8,2494,102,7,10.8,12
Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28.4,1248,74,5,16.71,5.25
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,57456,Diesel,Automatic,First,17.68,1968,174.33,5,45.21,21.56
BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,Diesel,Automatic,First,22.48,1995,190,5,69.22,24.68
Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,Petrol,Manual,First,18.5,1197,82.9,5,59.69,3.67
BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.05,1995,190,5,55.82,29.5
Toyota Etios G,Delhi,2012,60000,Petrol,Manual,First,17.6,1496,88.73,5,48.58,3.1
Tata Indigo LX,Ahmedabad,2015,78008,Diesel,Manual,First,17,1405,70,5,53.26,2.9
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2014,33000,Diesel,Automatic,Second,0,2987,165,5,19.47,43
Volkswagen Beetle 2.0,Mumbai,2009,27078,Petrol,Automatic,First,10.98,1984,114.4,4,21.59,15.95
Volkswagen Polo GT TDI,Hyderabad,2011,57275,Diesel,Manual,First,19.7,1598,103.6,5,24.49,4.5
Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,24,1120,70,5,34.32,3.49
Maruti Swift VDI BSIV,Delhi,2014,57319,Diesel,Manual,First,25.2,1248,74,5,92.68,4.25
Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,Diesel,Manual,Second,24,1396,88.76,5,70.48,1.9
BMW 5 Series 2003-2012 525d,Mumbai,2011,89000,Diesel,Automatic,First,16.73,1995,218,5,45.54,16.57
Honda City 1.5 S MT,Bangalore,2012,72000,Petrol,Manual,First,17,1497,118,5,51.85,5.75
Audi A4 2.0 TDI,Delhi,2013,36000,Diesel,Automatic,Second,16.55,1968,147.51,5,20.49,14
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,Diesel,Manual,Second,19.5,1248,75,5,14.06,2.5
Honda City 1.3 EXI,Ahmedabad,2002,85000,Petrol,Manual,First,13,1343,90,5,90.47,1.2
Fiat Petra 1.2 EL,Pune,2005,120000,Petrol,Manual,Second,15.5,1242,null,5,87.21,0.85
BMW 3 Series 320d Luxury Line,Kochi,2013,37613,Diesel,Automatic,First,22.69,1995,190,5,88.65,13.95
Ford Fiesta 1.4 Duratec EXI,Chennai,2007,100000,Petrol,Manual,First,16.6,1388,68,5,1.42,1.6
Tata Nano XTA,Coimbatore,2016,5240,Petrol,Automatic,First,21.9,624,37.48,4,62.85,3.6
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2018,20000,CNG,Manual,First,15.1,1196,73,5,36.72,4.5
Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89,1197,81.8,5,7.77,6.06
Maruti Swift Dzire ZXi,Coimbatore,2013,59254,Petrol,Manual,Second,17.5,1298,85.8,5,67.9,5.29
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5,70.32,5.75
Maruti Swift 1.3 ZXI,Hyderabad,2015,50295,Petrol,Manual,First,16.1,,,,83.02,5.8
Maruti Swift Dzire VXI,Coimbatore,2014,47674,Petrol,Manual,First,19.1,1197,85.8,5,0.76,5.72
Hyundai i10 Sportz AT,Kochi,2014,61517,Petrol,Automatic,First,16.95,1197,78.9,5,60.68,4.39
Mahindra XUV500 W6 2WD,Coimbatore,2016,62946,Diesel,Manual,First,15.1,2179,140,7,55.73,11.05
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Diesel,Manual,Second,22.54,1396,88.73,5,79.18,4.83
Maruti Wagon R CNG LXI,Pune,2013,79494,CNG,Manual,First,33.54,998,67.04,5,39.89,2.96
Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,Diesel,Manual,Second,21.27,1396,88.76,5,48.41,4.5
BMW 7 Series 730Ld,Mumbai,2011,55000,Diesel,Automatic,Second,16.46,2993,258,5,98.43,19.5
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,24000,Petrol,Automatic,First,14.3,1598,103.52,5,30.71,8.75
Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.75,2967,245,7,95.82,67
Honda City i VTEC VX,Kochi,2016,54317,Petrol,Manual,First,17.4,1497,117.3,5,59.4,8.4
Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,19.1,1197,82,5,9.41,4.99
Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,26,1498,98.6,5,12.26,8.18
Honda Brio S Option MT,Pune,2012,79000,Petrol,Manual,First,18.4,1198,86.8,5,62.69,2.9
Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,Diesel,Manual,First,28.09,1248,88.5,5,17.43,7.1
Maruti Swift Dzire VDI Optional,Pune,2016,23000,Diesel,Manual,First,26.59,1248,74,5,75.1,7.05
Honda CR-V 2.4L 4WD AT,Pune,2015,63050,Petrol,Automatic,First,11.1,2354,158.8,5,7.29,17.5
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,78000,Petrol,Automatic,Second,14.53,1794,138.1,5,33.46,3.41
Maruti Baleno Vxi,Pune,2005,70000,Petrol,Manual,First,0,1590,null,5,83.29,1.3
Honda City 1.5 V MT,Coimbatore,2012,66245,Petrol,Manual,First,17,1497,118,5,85.52,5.68
Mahindra Scorpio LX BS IV,Bangalore,2007,74112,Diesel,Manual,First,12.05,2179,120,9,94.22,4.1
Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,13.4,1798,157.8,5,94.44,4
BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,Diesel,Automatic,First,18.88,1995,184,5,31.77,30
Maruti SX4 Zxi BSIII,Chennai,2007,62493,Petrol,Manual,First,15,1586,104.68,5,78.56,1.8
Maruti Ciaz VXi Plus,Kochi,2015,44620,Petrol,Manual,First,20.73,1373,91.1,5,33.57,6.93
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,Diesel,Automatic,First,10.2,4367,308,7,72.25,70
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,Diesel,Manual,First,12.99,2494,100,7,58.13,7.9
Hyundai Santro Xing GL,Kochi,2011,20842,Petrol,Manual,First,0,1086,62,5,82.1,2.78
Hyundai Santa Fe 4WD AT,Chennai,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7,54.34,14.4
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,Petrol,Automatic,Second,11.74,1796,186,5,59.78,13.5
Maruti Wagon R LXI CNG,Mumbai,2014,40000,CNG,Manual,Second,26.6,998,58.16,5,33.79,3.15
Maruti Alto LXi,Coimbatore,2012,49008,Petrol,Manual,First,19.7,796,46.3,5,20.33,2.88
Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,Petrol,Manual,First,24.7,796,47.3,5,45.82,2.15
Nissan Sunny 2011-2014 XV,Pune,2013,8000,Petrol,Manual,First,16.95,1498,97.7,5,65.79,3.75
Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,Petrol,Manual,First,24.7,796,47.3,5,44.01,3.6
Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,24.07,998,67.1,5,82.98,3.6
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9,1197,81.86,5,90.29,7.55
Honda Mobilio S i DTEC,Kolkata,2015,50000,Diesel,Manual,First,24.2,1498,98.6,7,26.98,4.7
Tata Manza Aqua Quadrajet,Jaipur,2010,100030,Diesel,Manual,Second,18.8,1248,90,5,99.08,1.6
Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,Diesel,Manual,First,16.52,1991,123.7,5,25.06,3.34
Honda City i VTEC CVT VX,Kochi,2016,60475,Petrol,Automatic,First,18,1497,117.3,5,84.25,9.1
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9,1197,81.86,5,71.18,6.17
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,22,1582,126.2,5,21.42,2.5
Nissan Micra XL,Kolkata,2016,31001,Petrol,Manual,First,18.44,1198,75,5,12.15,3
Hyundai Verna 1.6 SX,Jaipur,2012,65900,Diesel,Manual,First,22.32,1582,126.32,5,65.67,5.75
Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,15.29,1591,121.3,5,8.99,10.75
Maruti Wagon R VXI BS IV,Jaipur,2013,62700,Petrol,Manual,Second,20.51,998,67.04,5,90.84,2.85
Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,Petrol,Automatic,First,10.2,2354,180,5,40.04,6.5
Honda City 1.5 S AT,Bangalore,2016,36000,Petrol,Automatic,First,16.8,1497,118,5,90.41,9.45
Maruti Baleno Alpha 1.3,Delhi,2016,46000,Diesel,Manual,First,27.39,1248,74,5,33.68,6.75
Honda City i DTec V,Coimbatore,2017,73003,Diesel,Manual,First,26,1498,98.6,5,71.69,7.75
Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,Diesel,Manual,First,22.54,1396,88.76,5,76.86,4.4
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,Diesel,Automatic,First,13,2987,265,5,21.41,42
Nissan Terrano XV 110 PS,Kochi,2014,103788,Diesel,Manual,First,19.01,1461,108.5,5,89.46,5.67
Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,19.6,1461,108.45,5,96.11,11.5
Maruti Wagon R LXI Minor,Pune,2009,120000,Petrol,Manual,First,18.9,998,67.1,5,3.85,1.69
Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,Diesel,Manual,Second,17.1,1493,110,5,64.21,1.8
Maruti Ritz LXi,Mumbai,2016,62000,Petrol,Manual,First,18.5,1197,85.8,5,74.32,3.2
Honda City 1.5 GXI,Pune,2004,115000,Petrol,Manual,Second,0,,,,98.89,1.5
BMW 5 Series 520d Sport Line,Kochi,2019,18373,Diesel,Automatic,First,22.48,1995,187.74,5,22.5,45.86
Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,16.47,1198,74,5,23.73,5.1
Maruti Swift VDI BSIV,Pune,2013,37000,Diesel,Manual,First,17.8,1248,null,5,90.94,4.85
Ford Figo Petrol ZXI,Mumbai,2010,69009,Petrol,Manual,Second,15.6,1196,70,5,78.77,2.4
BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,Diesel,Automatic,First,18.88,1995,184,5,96.68,22
Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,22.32,1582,126.32,5,45.93,4.28
Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,Diesel,Manual,First,20.45,1461,83.8,5,78.19,5.67
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,18.9,1197,81.86,5,15.56,6.2
BMW X1 sDrive20d,Bangalore,2013,49000,Diesel,Automatic,Second,17.05,1995,184,5,84.8,14.49
Maruti Ritz VDi,Pune,2010,71000,Diesel,Manual,First,21.1,1248,73.9,5,55.07,3
Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,Petrol,Manual,Second,19.81,1086,68.05,5,82.74,2.25
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,Diesel,Automatic,First,15.97,2993,258,7,79.91,43.78
Honda City V MT Exclusive,Kochi,2019,5377,Petrol,Manual,First,16.8,1497,116.3,5,42.97,11.45
Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,Diesel,Automatic,First,11.18,2696,184,7,77.07,10.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,Diesel,Manual,First,22.7,1498,89.84,5,56.26,7.48
Maruti Alto LXi,Coimbatore,2010,48105,Petrol,Manual,First,19.7,796,46.3,5,25.63,3.1
Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,46759,Petrol,Manual,First,16.47,1198,74,5,64.58,2.55
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,Diesel,Manual,First,22.07,1199,73.9,5,82.23,3.5
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,Diesel,Manual,First,22.07,1199,73.9,5,78.31,2.59
Maruti Ertiga ZDI,Kolkata,2013,70000,Diesel,Manual,First,20.77,1248,88.8,7,63.87,5.45
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,Diesel,Manual,First,22.77,1498,98.59,5,20.92,6
Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,Diesel,Automatic,First,11.36,2755,171.5,7,41.06,15.49
BMW 5 Series 523i Sedan,Mumbai,2010,69300,Petrol,Automatic,Second,10.8,2497,150,5,23.3,12.5
Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,Diesel,Manual,First,23.4,1248,74,5,88.47,4.75
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,22000,Petrol,Manual,First,18.88,999,123.24,5,21.25,7.85
Hyundai Verna CRDi SX,Ahmedabad,2013,75000,Diesel,Manual,First,16.8,1493,110,5,74.08,6
Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,Petrol,Manual,First,17.57,1193,88.7,5,58.74,4
Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,2011,42000,Diesel,Automatic,First,14.4,2967,241.4,5,14.68,28.75
Tata Indica Vista Quadrajet VX,Pune,2012,65000,Diesel,Manual,First,22.3,1248,74,5,26.84,2.5
Maruti Swift Dzire VDI,Delhi,2015,76128,Diesel,Manual,First,26.59,1248,74,5,50.52,5.5
Fiat Linea Emotion,Kolkata,2010,39852,Petrol,Manual,First,16,1368,90,5,7.94,1.59
Hyundai i20 1.2 Spotz,Mumbai,2017,18673,Petrol,Manual,First,18.6,1197,81.83,5,55.74,6.22
Hyundai EON Era Plus,Kolkata,2016,11583,Petrol,Manual,First,21.1,814,55.2,5,23.29,2.75
Hyundai Santro Xing XL,Chennai,2007,82000,Petrol,Manual,Second,0,1086,null,5,56.59,1.35
Mercedes-Benz GLA Class 200 CDI SPORT,Pune,2017,50000,Diesel,Automatic,First,17.9,2143,136,5,44.87,25
Maruti Celerio VXI,Delhi,2014,77000,Petrol,Manual,First,23.1,998,67.04,5,95.91,2.8
